"Functional","Start","aveMAF","1000G_SNPs","1000G_SNPsDensity","Max_covariance","InteractionMIN","InteractionAVE","Genome_copy_number","GC_percentage","MFE","Accessibility","RNAcode_score","RNAalifold_score","Dfam_min_distance","Dfam_sum_distance","MeanPhyloP","MaxPhyloP","MeanPhastCons","MaxPhastCons","Fickett_score","Min_Cov_Eval","mammals_mean_gerp","mammals_max_gerp","gnomAD_SNP_count","gnomAD_SNP_density","gnomAD_avg_MAF","RPKM_tissue","MRD_tissue","RPKM_primary_cell","MRD_primary_cell"
"Yes",3191500,0.000931842,8,0.109589,20.21,-11.38,-4.00727,12,63.0137,-30.6,30.99609,3.26,-28.02,417,916,0.561257,1.514,0.807601,1,0.40051,15.0245,-0.09115384615,0.842,71,0.972603,0.000286527,18568.9,3204,19182.9,8036
"Yes",100938186,"NA","NA","NA",40.55,-5.85,-2.84455,1,41.0256,-17.9,20.39937,4.56,0,511,2770,-0.136857,1.691,0.00285219,0.062,0.42379,97.75,-1.273464079,2.26,13,0.166667,7.84915E-05,49822.4,8041,528.574,8023
"Yes",25264526,0.0009984,4,0.0754717,26.64,-5.26,-2.64944,1,28.3019,-9.5,10.62815,4.41,0,584,1649,-0.0217925,1.725,0.00160377,0.01,0.3812,99.1,-0.2805490909,1.08,16,0.301887,0.000312254,23.7572,193,1.44856,15
"Yes",100968947,0.00146432,3,0.04,24.04,-7.49,-3.03136,4,44,-17.6,19.06804,1.8,-3.11,1301,4475,-0.536877,1.959,0.110764,0.67,0.40516,3.55685,-1.128620294,2.13,20,0.266667,0.000162648,546524,8039,498.884,8015
"Yes",132816801,0.11242,4,0.0526316,50.86,-7.92,-3.20222,1,51.3158,-19.6,21.06525,2.13,0,1086,2187,3.00724,7.671,0.785923,1,0.46174,96.75,1.016350877,2.89,29,0.381579,0.0150565,53609.7,8059,2121.36,5045
"Yes",154259726,0.000539136,10,0.0735294,35.98,-9.7,-4.41963,2,48.5294,-48.4,50.55915,5.21,-20.16,149,515,0.976561,5.641,0.364785,1,0.41878,20.4164,-0.5476964844,2.22,50,0.367647,6.43684E-05,17.004,309,404.311,8041
"Yes",159780249,0.0846646,8,0.0606061,53.83,-4.8,-2.69889,1,40.1515,-42.3,44.61043,3.66,-0.33,265,1376,0.931587,5.612,0.309968,1,0.43869,1.69987,-0.8261324074,2.42,30,0.227273,0.0261319,312.943,6823,17347,8012
"Yes",144567514,0.000665601,9,0.121622,6.3,-11.38,-4.0668,24,60.8108,-30.7,31.93489,14.45,-308.94,99,1262,-0.253977,0.196,0.014275,0.032,0.31085,4.19118,1.458919178,3.75,77,1.04054,0.00102085,873.327,49,31901.2,588
"Yes",93732003,0.000319488,4,0.0307692,47.62,-5.78,-2.311,4,40,-38,39.88165,2.53,-1.63,67,1548,1.96779,6.523,0.654066,1,0.36917,2.19445,-0.01742655172,3.29,22,0.169231,9.83764E-05,15.425,126,118.012,3244
"Yes",120942599,"NA","NA","NA",6.91,-7.98,-4.91065,4,43.9024,-41.4,45.31843,14.55,-51.82,135,638,-0.121953,0.485,0.0133859,0.049,0.38067,65.7448,0.8431338843,1.78,68,0.414634,0.00374756,13.9155,412,167.663,3298
"Yes",143735919,0.000465921,5,0.0675676,13.31,-8.95,-3.74818,15,59.4595,-28.7,30.36968,11.37,-20.58,25,1165,0.146223,1,0.74576,0.999,0.30941,27.2998,"NA","NA",49,0.662162,0.000237355,97.0235,1001,14156.4,7999
"Yes",161440170,0.0309904,5,0.0694444,8.01,-12.9,-5.25071,2,58.3333,-21.5,24.04347,4.64,-22.32,581,1164,0.217943,1.492,0.234915,0.741,0.42187,33.8523,"NA","NA",51,0.708333,0.00393882,52.0869,382,522.721,3613
"Yes",75404420,0.00039936,6,0.0410959,65.01,-8.11,-3.55667,1,47.9452,-44,46.68816,4.93,-12.58,577,1188,3.768,9.754,0.788294,1,0.43496,18,0.3563835165,2.25,35,0.239726,4.40677E-05,483.701,8018,11016.4,8021
"Yes",20631159,0.00133537,14,0.191781,36.22,-10.44,-4.18524,9,56.9444,-29.7,30.16903,1.73,-4.3,652,2427,0.583379,3.274,0.730237,1,0.34073,11.497,0.2598382353,2.63,116,1.58904,0.000301854,42.1077,407,1662.49,8001
"Yes",25247344,0.000249601,4,0.0487805,18.15,-10.61,-4.08719,37,42.6829,-15.5,17.5212,2.38,-8.17,4845,77343,0.187472,1.684,0.387434,0.98,0.38197,15.4017,-0.82325,1.68,27,0.329268,4.4967E-05,4903.4,8023,3.15579,13
"Yes",133349395,0.000199681,1,0.0133333,56.13,-6.19,-3.80545,2,37.3333,-13.5,15.22602,1.32,-1,2007,4570,3.27787,8.988,0.702165,1,0.2875,2.12365,-0.09874636364,1.96,25,0.333333,1.22811E-05,2190.87,8035,19178.3,8029
"Yes",26756551,0.0667789,12,0.162162,14.64,-8.23,-3.90913,14,58.1081,-25.9,27.49846,6.57,-22.87,81,1965,0.00981476,1.22,0.654396,1,0.42056,18.5833,-0.09640816327,0.57,105,1.41892,0.000598359,64.8276,12,307.176,8000
"Yes",50274707,0.000798723,3,0.0416667,3.19,-7.44,-3.44,1,55.5556,-29.5,30.34798,4.13,-20.28,263,743,-0.0944971,0.635,0.0227635,0.056,0.38782,16.7155,-0.02203939394,1.63,28,0.388889,0.000225796,364.485,41,483.467,206
"Yes",143831707,0.00231297,11,0.148649,18.68,-6.56,-3.83524,3,54.0541,-24.3,26.23847,5.61,-8.12,336,769,0.250279,2.021,0.450453,0.998,0.31415,3.77743,"NA","NA",34,0.459459,0.000222679,396.207,4253,1398.78,8017
"Yes",4724069,0.00027456,8,0.111111,43.73,-9.81,-3.806,10,56.9444,-29.2,29.5222,1.34,-23.19,23,158,0.873264,3.893,0.769256,1,0.42627,16.5233,2.260911111,3.61,121,1.68056,2.73128E-05,301.504,1155,1745.39,8018
"Yes",83041463,0.00483226,4,0.0296296,27.59,-16.15,-4.2969,10,49.6296,-37.6,40.74225,6.41,-0.78,15,269,1.38036,5.03,0.645709,1,0.46104,7.64983,-0.7354692308,2.36,69,0.511111,0.000392967,11.3953,22,8.21519,23
"Yes",143789867,0.00039936,2,0.027027,16.53,-10.55,-5.01167,6,56.7568,-22,23.75672,8.08,-34.76,687,1379,0.117462,0.986,0.0698044,0.232,0.32537,57.7962,"NA","NA",11,0.148649,3.78788E-05,14.6742,6,38.3842,5
"Yes",173865621,0.000199681,1,0.0153846,31.47,-10.56,-3.3681,2,36.9231,-8.6,9.965777,0.83,0,756,2308,1.94488,5.044,0.748523,1,0.4506,94.55,-0.5085790698,2.69,16,0.246154,1.35203E-05,1837.77,8018,596189,8037
"Yes",57800210,0.000199681,1,0.0135135,"NA",-7.99,-3.724,14,62.1622,-28.1,28.99019,"NA",-30.8,638,2351,-2.052,-2.052,0,0,0.4183,"NA","NA","NA",137,1.85135,0.00125677,119.69,226,10723.6,1686
"Yes",244854086,"NA","NA","NA",54.98,-7.29,-3.32607,3,31.2977,-19.6,22.05392,3.95,-10.68,2979,6001,4.66037,7.995,0.999986,1,0.36847,15.0275,1.644840909,2.41,69,0.526718,0.00309328,98.1092,1906,139.074,2835
"Yes",33708936,0.0722512,6,0.0338983,50.8,-9.14,-4.1531,1,37.8531,-37.8,40.5808,4.14,0,144,599,0.283779,4.12,0.16209,0.991,0.40616,99.15,-1.35809142,2.54,37,0.20904,0.00972816,4.19161,31,1.07083,8
"Yes",32143741,0.012114,3,0.0175439,5.9,-10.56,-5.41778,1,49.7076,-54.2,57.14409,10.21,-181.6,112,580,0.0842752,0.329,0.0852692,0.238,0.47312,12.7845,-0.3618595041,0.431,40,0.233918,0.000804108,23.8961,1014,189.502,7574
"Yes",44252343,0.000912824,7,0.0324074,91.03,-14.29,-6.15758,1,59.2593,-85.7,88.05149,7.23,-8.29,492,1185,4.61861,8.945,0.98468,1,0.42957,20,2.143441558,3.19,65,0.300926,6.57983E-05,6.41745,66,12.8295,62
"Yes",148048515,"NA","NA","NA",8.24,-9.26,-4.11038,20,59.4595,-25.9,28.05639,11.48,-13.27,317,762,-0.0447917,0.487,0.0248362,0.063,0.30789,11.1111,0.8583068493,3.17,48,0.648649,0.00022926,122.15,1667,314.488,8002
"Yes",16727284,0.292832,9,0.126761,6.23,-11.74,-4.385,3,60.5634,-24.7,26.01568,4.75,-25.9,678,2325,-0.0700456,0.535,0.0774043,0.202,0.4202,19.8705,"NA","NA",155,2.1831,0.0343258,255.508,3794,94.9906,1114
"Yes",27583456,0.000310613,8,0.111111,22.5,-9.89,-3.19389,13,62.5,-28.6,30.04251,4.64,-11.59,275,822,-0.0495507,1.714,0.485471,1,0.37883,18.5452,-0.6789172857,2.19,81,1.125,4.93812E-05,3139.67,6021,1814.5,8022
"Yes",135136627,0.000998404,2,0.015625,10.7,-5.58,-2.54091,17,32.0312,-39.8,41.14686,2.91,-27.24,60,3117,0.660212,1.28,0.87563,1,0.3788,36.7011,-1.014418661,2.32,28,0.21875,0.000243474,13.0005,228,248.522,5519
"Yes",6510221,0.0188301,10,0.030303,64.45,-19.97,-8.78382,1,45.4545,-125.6,132.3055,4.45,-37.24,662,1435,1.61168,7.819,0.485119,1,0.34451,46,-0.3503760078,2.33,61,0.184848,0.00269097,5222.52,8069,426.973,8014
"Yes",93730978,0.0927017,3,0.0247934,61.86,-9.2,-2.72455,1,38.0165,-37,38.82087,4.7,-7.34,757,2328,2.51587,7.797,0.683471,1,0.38673,8.61322,0.5214814815,3.29,31,0.256198,0.0113114,201.271,5348,950.24,8010
"Yes",26749911,0.000838658,3,0.0410959,17.39,-7.78,-3.60435,5,57.5342,-24.5,26.09614,6.03,-8.41,475,1937,0.0983683,1.58,0.13391,0.702,0.42886,15.6971,-0.3157580645,0.613,30,0.410959,0.000181742,0.747753,21,131.602,66
"Yes",124921754,0.000399362,13,0.180556,16.68,-10.53,-4.504,34,59.7222,-29.1,30.1656,5.07,-24.47,97,654,1.20695,2.459,0.832016,1,0.30304,9.59013,1.820405797,3.72,96,1.33333,6.84682E-05,1003.8,189,4551.01,6318
"Yes",132817218,0.00139776,2,0.0150376,49.17,-7.55,-3.83231,2,39.8496,-35.9,37.84995,7.2,-24.58,627,1255,2.61406,9.019,0.624438,1,0.4422,18.158,-0.01225806452,2.98,30,0.225564,0.000160748,79.903,1930,372.625,8004
"Yes",149595213,"NA","NA","NA",18.41,-8.38,-3.3515,29,52.7778,-23.1,24.01299,5.96,-0.17,319,933,0.15313,1.954,0.581873,1,0.4559,5.50653,"NA","NA",15,0.208333,2.51205E-05,23.8029,43,1071.71,44
"Yes",62852909,0.000199682,6,0.047619,58.22,-9.32,-4.14654,1,49.2063,-46.3,47.86923,3.26,-12.39,461,3984,2.65294,6.724,0.791959,1,0.43192,7.05726,0.8313999065,3.26,36,0.285714,3.47022E-05,740.6,8002,80.6841,7959
"Yes",58679526,0.0356137,17,0.103659,30.6,-11.64,-5.8397,1,41.4634,-39.5,43.41232,8.74,-0.64,197,584,0.106641,2.505,0.19597,0.969,0.39903,3.09091,-0.4063267974,1.64,115,0.70122,0.00549692,12.7465,398,142.431,8005
"Yes",100981974,0.000133121,2,0.0277778,22.83,-7.21,-3.30333,6,47.2222,-19.5,21.16492,"NA",0,3025,6696,-0.77754,1.299,0.00275,0.018,0.37634,99.05,-2.330421875,2.32,20,0.277778,2.06005E-05,11078.4,8027,823.351,8025
"Yes",56645026,"NA","NA","NA",35.29,-7.39,-3.38167,2,37.3333,-15,16.39325,1.33,-1.69,434,2136,1.51425,4.989,0.563039,1,0.43668,1.53467,0.05155833333,3.14,12,0.16,9.88508E-06,49671.5,8020,130830,8027
"Yes",122559946,0.0148363,8,0.109589,4.1,-6.38,-2.56056,18,52.0548,-28.1,28.86601,11.47,-161.33,1,16,-0.255884,0.218,0.0172768,0.053,0.34991,92.8088,-0.1036333333,0.179,38,0.520548,0.00173291,166.295,296,784.785,3627
"Yes",150261693,0.00332801,2,0.0192308,14.82,-10.84,-4.55926,1,47.1154,-25.9,28.06575,4.31,0,1512,3632,-0.0704584,1.592,0.0110721,0.256,0.39973,95.4,-0.52144,0.742,22,0.211538,0.000955982,8.69221,24,27.3819,45
"Yes",24981993,0.0006656,3,0.04,37.4,-8.58,-3.92107,1,34.6667,-10,11.46352,3.17,-8.41,415,843,1.09858,3.069,0.62159,1,0.43608,12.5157,-0.199047619,2.57,16,0.213333,0.000235611,12595.1,8025,429.812,1530
"Yes",25194920,0.000199681,2,0.0246914,17.76,-8.84,-3.57667,37,41.9753,-14.3,16.32146,1.24,-5.55,20074,77344,0.181074,2.005,0.13782,0.755,0.44754,12.2406,-0.5960897436,1.59,20,0.246914,3.31496E-05,730.941,6229,3.1471,13
"Yes",100949832,0.00111821,4,0.0555556,28.42,-6.39,-3.36235,1,48.6111,-23,24.43309,5.83,-0.78,1673,4545,-0.174194,3.308,0.155697,0.929,0.37445,3.63988,-0.8525478261,2.33,15,0.208333,0.000447912,94553.5,8022,2338.39,8019
"Yes",119787352,0.000529801,1,0.00757576,41.39,-4.32,-1.785,1,36.3636,-50.3,52.01154,2.07,-5.62,165,598,2.49289,8.587,0.638693,1,0.37349,4.37451,-0.03837731959,2.14,14,0.106061,1.21754E-05,385.793,911,478.387,1660
"Yes",81202694,9.98405E-05,1,0.00714286,28.34,-9.3,-1.79,1,34.2857,-44.2,45.89526,4.14,-15.37,35,332,2.09213,5.321,0.834124,1,0.3341,24.3408,1.546778182,3.38,23,0.164286,1.94249E-05,11.9051,104,86.0457,4562
"Yes",27162270,0.000266241,3,0.0405405,30.32,-9.41,-4.26154,14,59.4595,-29.5,30.39566,5.52,-24.92,493,1750,1.66195,2.96,0.802573,1,0.37219,9.284,1.392066667,2.04,40,0.540541,1.7445E-05,71.8039,41,3928.42,262
"Yes",70529508,0.000199681,2,0.025,51.69,-10.41,-3.985,1,37.5,-18.9,20.31606,4.9,0,265,941,2.37675,7.156,0.750421,1,0.30997,98.7,0.5905021818,2.84,25,0.3125,1.22868E-05,569.476,8008,2915.75,8039
"Yes",85677293,0.0301518,1,0.0133333,37.24,-12.65,-3.7232,1,36,-9,10.93407,4.66,-1.78,1109,3195,1.99225,4.024,0.786167,1,0.39219,1.58363,0.6096962264,3.67,35,0.466667,0.00243257,47427.5,8033,1634600,8022
"Yes",145129238,0.00231297,11,0.148649,11.61,-6.38,-3.635,3,58.1081,-29.4,30.91528,7.57,-27.38,73,286,0.425351,0.86,0.749002,1,0.28045,27.6592,"NA","NA",72,0.972973,0.000801461,35.0368,269,3919.81,8046
"Yes",118279189,0.00031949,5,0.0381679,41.73,-11.69,-3.838,3,45.0382,-35.3,37.24727,4.2,-28.36,77,1617,3.00385,6.469,0.797267,1,0.32914,20.5213,"NA","NA",27,0.206107,8.37296E-05,67.5422,946,625.417,8024
"Yes",3193917,0.0865538,11,0.150685,26.94,-10.67,-4.13462,5,58.9041,-29,29.48391,7.03,-30.76,105,445,0.595534,1.805,0.768432,1,0.3488,19.2199,0.1564081633,0.984,54,0.739726,0.0208041,468.411,17,2709.56,734
"Yes",27668582,0.0164537,7,0.0945946,26.89,-9.52,-3.95476,14,63.5135,-28.6,29.20008,7.46,-22.91,153,340,0.948021,1.892,0.928079,1,0.38412,18.8912,0.41271875,1.56,69,0.932432,0.00175391,161.026,34,11453.8,1535
"Yes",173864145,0.000199681,1,0.012987,30.99,-8.53,-4.7125,2,32.4675,-7.2,9.666319,2.16,0,273,989,2.59917,5.971,0.767299,1,0.4274,99.4,-0.06221666667,2.69,17,0.220779,2.01115E-05,14488.3,8020,9784.4,8031
"Yes",45105967,0.0126242,9,0.0681818,16.51,-8.61,-3.962,2,53.0303,-46.3,48.93531,2.05,-29.89,13,94,0.897937,4.873,0.466378,1,0.32266,30.8426,-0.1764488189,2.37,18,0.136364,0.00564611,8.86712,32,42.9242,155
"Yes",145281115,0.0108046,54,0.329268,4.77,-9.04,-4.95677,26,48.7805,-50.2,52.375,8.64,-54.62,367,952,0.0900859,0.506,0.446635,0.946,0.46693,57.8061,"NA","NA",284,1.73171,0.0007675,89.1396,1898,1095.61,6677
"Yes",27097305,0.00036608,6,0.0731707,19.82,-8.9,-4.33,9,59.7561,-33.2,34.50953,2.7,-31.11,345,963,0.791571,1.662,0.799605,1,0.33992,15.56,0.1142558824,0.898,36,0.439024,2.32667E-05,80.9037,98,598.961,8005
"Yes",28643444,0.000586561,13,0.180556,22.49,-9.77,-4.29471,34,58.3333,-29.1,30.10082,3.54,-26.59,355,727,0.351628,1.977,0.630575,1,0.29842,15.3304,-0.3581363636,1.44,71,0.986111,0.000165248,993.468,4615,5085.04,5922
"Yes",27275210,0.000279554,5,0.0675676,11.29,-10.34,-3.989,17,58.1081,-25.7,26.67432,5.62,-16.43,654,1446,0.412407,1.515,0.7615,1,0.42056,14.5118,0.2790877193,1.28,44,0.594595,1.74643E-05,124.057,2276,10833.3,8003
"Yes",114630796,0.0007947,2,0.015625,39.33,-10.55,-4.965,1,54.6875,-42,44.14118,4.41,-27.15,101,1011,1.65792,3.693,0.807956,1,0.35405,21.988,0.8980088496,2.92,18,0.140625,7.68822E-05,6.0983,32,0.445601,44
"Yes",27690372,0.00246273,2,0.0273973,10.37,-8.52,-3.28913,19,46.5753,-20.2,21.47919,6.23,-73.14,14,54,0.0501793,0.573,0.0568429,0.358,0.43537,94.258,-0.3298,0.387,20,0.273973,0.00095188,13.2598,27,168.111,980
"Yes",25218616,0.00279553,3,0.0365854,18.2,-6.12,-3.15619,38,43.9024,-21.3,22.46307,3.39,-6.1,33573,77343,0.139088,2.255,0.00969584,0.077,0.41665,13.8107,-1.112835443,1.75,27,0.329268,0.00036327,2524.46,8016,2.47955,24
"Yes",214846946,0.000199681,3,0.0222222,24.98,-8.91,-4.76621,3,54.8148,-47.5,50.64877,7.64,-30.32,467,1829,1.96074,5.755,0.72867,1,0.44444,27.8605,-0.4949300885,2.31,19,0.140741,4.07811E-05,6.81366,153,12.245,377
"Yes",27591813,0.00126797,20,0.273973,20.69,-6.38,-2.52867,18,53.4247,-28.1,28.86419,2.89,-15.17,910,3213,0.331169,1.808,0.855774,1,0.37862,15.3238,0.656192,1.24,101,1.38356,0.000320237,1088.42,1653,3606.47,8015
"Yes",143720509,0.072484,7,0.0518519,4.71,-11.83,-5.77219,2,46.6667,-29.9,33.06286,10.55,-51.22,431,928,0.0416246,0.728,0.0242763,0.115,0.42163,65.7368,"NA","NA",54,0.4,0.00775785,6.31218,20,21.0402,1209
"Yes",66502810,0.00036608,6,0.06,48.25,-9.64,-3.88471,1,44,-25.9,28.98854,2.31,-5.35,221,1368,4.04806,9.73,0.788663,1,0.4348,1.70381,0.8780322581,2.49,28,0.28,0.000156144,12900,8023,12250.3,8015
"Yes",68627233,0.0104084,6,0.0422535,25.53,-10.95,-4.059,12,52.8169,-48.2,51.8297,4.91,-5.2,451,1749,1.78673,5.758,0.720082,1,0.3781,3.74045,-0.4130906977,2.37,35,0.246479,0.00220551,34.9485,249,78.7113,249
"Yes",75034430,0.000673921,8,0.109589,34.85,-7.29,-4.152,5,61.6438,-32.1,32.50755,0.63,-24.79,353,806,0.710006,2.899,0.765587,1,0.30517,19,0.5439947368,1.67,70,0.958904,3.24091E-05,916.127,2910,10295.3,8029
"Yes",79744654,0.00106889,15,0.205479,10.72,-7.97,-3.61962,31,57.5342,-28.8,30.03768,5.35,-33.12,187,553,0.398016,0.959,0.778181,1,0.43957,25.5128,1.1302075,2.1,94,1.28767,0.000180868,67.8111,449,1109.82,8011
"Yes",26299676,0.000199681,2,0.0273973,20.71,-10.66,-4.35522,7,50.6849,-23.7,24.672,4.28,-18.03,381,1379,1.55803,2.89,0.909967,1,0.40147,18.9645,0.7918813061,1.92,76,1.0411,4.28117E-05,527.182,191,1687.84,4471
"Yes",49031668,0.020008,23,0.193277,2.76,-9.02,-3.3064,1,58.8235,-57.2,59.18002,10.29,-60.42,1567,3135,-0.258534,0.089,0.0133445,0.031,0.37066,66.5589,-0.122125,0.289,166,1.39496,0.00311304,1.97243,16,7.47836,153
"Yes",8226990,0.00056576,12,0.162162,31.15,-11.03,-4.64357,18,60.8108,-26.1,27.27205,1.5,-21.16,300,2253,1.55399,3.841,0.78388,1,0.40221,15.8993,1.629444444,2.12,93,1.25676,6.38741E-05,124.667,151,10753,8008
"Yes",161441532,"NA","NA","NA",14.58,-10.43,-5.01375,11,63.8554,-37.2,38.80601,"NA",-9.49,1689,3379,0.116894,1.733,0.0393026,0.521,0.35673,20.7669,"NA","NA",13,0.156627,0.000787054,2110.9,8014,10743.1,8021
"Yes",2656623,0.000319488,4,0.056338,79.69,-7.46,-3.83562,1,45.0704,-16.2,17.54497,2.27,-2.32,703,5224,4.28512,9.539,0.752733,1,0.34198,1.78297,1.72877551,3.88,22,0.309859,2.28525E-05,9345.86,8032,1680.01,8032
"Yes",149636765,"NA","NA","NA",11.75,-9.58,-4.81258,4,45.122,-48.3,50.98066,11.36,-61.58,135,347,0.536708,1.062,0.893089,1,0.43319,63.4375,0.8431338843,1.78,144,0.878049,0.0022995,20.7023,497,224.346,2678
"Yes",220200545,0.00129792,6,0.0458015,38.15,-4.29,-1.84706,1,35.8779,-45.8,47.61365,2.54,-20.65,4,93,1.70825,4.52,0.836395,1,0.386,18.5892,"NA","NA",31,0.236641,0.000154285,76.8321,1550,101.318,1998
"Yes",29333162,0.00419329,1,0.0104167,34.58,-10.48,-4.11381,1,55.2083,-31.3,33.8151,0.4,-2.5,66,377,2.26046,6.374,0.770596,1,0.43273,16.3509,-0.1278,2.23,9,0.09375,0.000380737,625.043,8016,2039.2,7985
"Yes",30054701,0.00046592,3,0.0410959,12.75,-5.45,-3.33273,1,52.0548,-23.4,24.99044,2.02,-6.33,21,273,-0.191124,1.52,0.0102119,0.789,0.442,15.9179,-0.3010652174,0.526,19,0.260274,3.78522E-05,0.98213,12,21.5847,115
"Yes",100986056,0.00109825,2,0.0277778,18.49,-4.62,-1.335,5,47.2222,-20.2,21.68745,2.19,0,685,4886,-0.856491,1.661,0.0218391,0.223,0.31122,99.3,-1.711708824,1.85,16,0.222222,0.000143643,33280.6,8031,748.142,8034
"Yes",2654211,0.000599041,7,0.0933333,54.04,-11.97,-4.2787,1,45.3333,-12,13.59428,1.19,-0.04,2145,9074,2.05079,6.641,0.685459,1,0.40363,3.77164,0.5673137255,4.18,21,0.28,9.39014E-05,11423.1,8030,32508.8,8034
"Yes",90657749,0.00346113,6,0.0280374,8.18,-13.33,-6.29727,1,48.5981,-71.4,74.41236,6.17,-53.44,64,162,-0.0679137,1.02,0.0317811,0.174,0.43119,58.738,-0.9300796703,1.24,39,0.182243,0.000250704,15.1277,131,5.24121,119
"Yes",20684015,0.000454827,16,0.222222,26.14,-9.57,-4.70828,23,61.1111,-30.2,31.5539,2.84,-30.19,655,2329,1.68202,3.594,0.796432,1,0.35512,8.57265,2.105263158,2.48,131,1.81944,0.000127504,2697.61,856,3722.68,8008
"Yes",31550073,0.000332801,3,0.0416667,41.51,-10.41,-5.813,2,65.2778,-28.5,29.99001,"NA",-13.1,571,1469,1.98784,4.517,0.831319,1,0.35075,16,3.025151515,3.86,28,0.388889,1.02196E-05,53.0264,809,819.417,8002
"Yes",25237985,0.000359424,5,0.0609756,15.27,-8.28,-4.24696,9,37.8049,-15.2,17.89103,5.93,-8.66,14204,77343,0.211499,1.27,0.12986,0.634,0.34397,16.4763,-0.941530137,1.3,18,0.219512,0.000123634,133.654,1466,1.90187,13
"Yes",39316841,0.000199681,1,0.0181818,79.72,-15.37,-6.84667,1,63.6364,-11.2,12.65766,13.78,-9.49,44,3474,2.91275,7.958,0.914709,1,0.35915,6.68738,0.1931557143,2.12,13,0.236364,5.95912E-05,715.342,8005,1303.87,8070
"Yes",65065998,0.00039936,3,0.0223881,41.43,-9.64,-3.51444,4,42.5373,-33.8,36.21694,6.27,-27.56,434,1386,1.95996,5.235,0.751912,1,0.38436,33.6459,2.27948866,4.43,17,0.126866,0.000134235,11.7969,319,36.9678,1772
"Yes",100968110,"NA","NA","NA",35.17,-9.8,-4.35308,1,49.3333,-20.5,23.2401,3.91,0,2138,4475,-1.2351,1.875,0.00123922,0.029,0.36857,99.65,-2.089284615,2.05,12,0.16,2.502E-05,869.952,1386,755.184,8027
"Yes",132815306,0.00059904,3,0.0410959,34.46,-7.98,-3.46087,1,36.9863,-16.2,17.43779,1.2,-9.92,452,1121,2.27955,5.832,0.69877,1,0.42082,9.93694,-0.3710888889,2.92,39,0.534247,6.58526E-05,9470.01,8030,96188.1,8039
"Yes",49491663,"NA","NA","NA",48.19,-12.78,-4.38478,1,40.9091,-6.3,8.398651,0.47,0,1441,3013,2.24929,6.766,0.752939,1,0.38208,99,-0.06189578947,2.31,22,0.333333,1.6502E-05,19979.5,8027,11579.7,8006
"Yes",143800040,0.0608565,12,0.169014,14.75,-12.94,-4.64476,15,59.1549,-22.8,23.28244,16.36,-8.28,1294,2900,-0.0215194,1.271,0.0466649,0.18,0.41803,13.1466,"NA","NA",6,0.084507,0,114.193,1074,224.663,2923
"Yes",44776491,0.00086528,3,0.0306122,62.38,-10.33,-4.09815,2,48.9796,-26.8,29.93358,2.99,-5.37,252,724,2.76007,9.001,0.745471,1,0.41148,10.5164,0.2224383562,2.64,24,0.244898,8.02533E-05,8995.54,8032,870.49,6533
"Yes",186786674,0.000479232,5,0.0280899,37.56,-10.32,-4.75485,1,38.764,-59,61.10195,6.46,-53.38,72,629,3.84153,8.949,0.87408,1,0.43619,47.6668,0.3723260825,2.3,68,0.382022,2.93766E-05,99.7393,3008,3277.26,8009
"Yes",47950295,0.000199681,2,0.0168067,"NA",-7.67,-3.2784,11,59.6639,-61.2,62.8465,"NA",-87.1,95,249,-0.116215,0.075,0.0290782,0.09,0.43606,"NA",-0.08532676056,0.182,179,1.5042,0.000182201,88.284,1603,476.369,516
"Yes",66348119,0.000199681,1,0.0121951,43.73,-9.08,-4.20542,9,57.3171,-33.3,34.19265,4.75,-31.78,491,2657,3.07412,4.798,0.88166,1,0.3697,27.0472,1.583166667,2.08,56,0.682927,3.30302E-05,378.957,4391,748.105,8000
"Yes",100955369,9.98405E-05,1,0.0142857,23.28,-9.88,-4.31077,3,44.2857,-13.8,15.95998,1.95,0,1654,6080,-0.696733,1.73,0.0472118,0.928,0.40322,99.4,-1.911940299,1.87,17,0.242857,3.69821E-05,488.893,1064,54.1277,850
"Yes",56190363,0.00031949,5,0.0609756,21.87,-7.62,-3.98042,3,57.3171,-29.8,31.1817,4.52,-29.56,8,3436,2.99435,4.005,0.903397,1,0.34701,9.41224,1.56575,1.82,67,0.817073,2.99194E-05,28.5626,300,509.538,8012
"Yes",30187433,0.000199681,3,0.0225564,3.45,-14.13,-4.47182,2,54.8872,-38.1,41.27599,3.95,-26.44,390,1911,0.451373,2.159,0.609697,1,0.37584,35.5431,-0.6296803279,1.66,32,0.240602,3.74003E-05,2.04874,80,25.5353,952
"Yes",30419624,0.00114816,4,0.0296296,9.39,-10.03,-2.71885,3,54.8148,-50.1,53.25178,7.16,-34.03,22,55,0.369674,1.161,0.657983,1,0.40511,31.9983,-0.9624646154,2.29,25,0.185185,0.000173581,4.94516,41,4.32146,445
"Yes",16872582,0.0644969,7,0.0972222,11.03,-8.89,-4.54739,23,66.6667,-32.2,33.58445,4.68,-28.94,507,1564,0.0871197,0.365,0.616862,0.973,0.39395,19.9236,0.1511266667,1.34,147,2.04167,0.00650393,1387.34,8026,7742.97,8027
"Yes",20633005,0.0114278,12,0.166667,25.29,-7.16,-3.56524,22,59.7222,-29.8,31.1265,1.64,-7.63,875,2649,1.1884,2.647,0.949524,1,0.36128,17.4856,1.439365079,2.51,111,1.54167,0.0060468,781.307,7056,4001.78,8002
